event_id,magnitude,avg_magnitude,std_magnitude,peak_acceleration,duration_ms,sample_count,sta_lta_ratio,label
26,0.022733,0.015107,0.004065,0.022733,54900.0,550.0,1.0843,noise
27,0.0221,0.014326,0.004032,0.0221,54900.0,550.0,0.9818,noise
28,0.018916,0.011013,0.00391,0.018916,54900.0,550.0,1.0089,noise
29,0.022898,0.015292,0.003945,0.022898,54900.0,550.0,0.9173,noise
30,0.026875,0.019275,0.003741,0.026875,54900.0,550.0,1.0217,noise
31,0.021258,0.013366,0.004151,0.021258,54900.0,550.0,0.8632,noise
32,0.023063,0.015438,0.004165,0.023063,54900.0,550.0,1.0258,noise
33,0.019942,0.012213,0.004186,0.019942,54900.0,550.0,1.0352,noise
34,0.01872,0.011012,0.003996,0.01872,54900.0,550.0,1.0111,noise
35,0.021542,0.01433,0.003998,0.021542,54900.0,550.0,1.0122,noise
36,0.024203,0.01647,0.004039,0.024203,54900.0,550.0,1.0533,noise
37,0.0202,0.012962,0.004146,0.0202,54900.0,550.0,1.0998,noise
38,0.019461,0.011846,0.00396,0.019461,54900.0,550.0,1.0008,noise
39,0.021115,0.013925,0.004116,0.021115,54900.0,550.0,0.9258,noise
40,0.018292,0.010801,0.00414,0.018292,54900.0,550.0,1.067,noise
41,0.025308,0.017736,0.00402,0.025308,54900.0,550.0,0.9514,noise
42,0.016506,0.008911,0.004043,0.016506,54900.0,550.0,1.0555,noise
43,0.01571,0.008673,0.00411,0.01571,54900.0,550.0,0.9635,noise
44,0.022044,0.014197,0.003958,0.022044,54900.0,550.0,0.999,noise
45,0.027646,0.019788,0.00399,0.027646,54900.0,550.0,0.9793,noise
46,0.01595,0.008616,0.003957,0.01595,54900.0,550.0,1.0268,noise
47,0.019083,0.011813,0.003931,0.019083,54900.0,550.0,1.0154,noise
48,0.017555,0.010046,0.004075,0.017555,54900.0,550.0,0.9313,noise
49,0.023967,0.016025,0.004123,0.023967,54900.0,550.0,0.983,noise
50,0.026315,0.017966,0.004189,0.026315,54900.0,550.0,0.9711,noise
51,0.027406,0.019554,0.004061,0.027406,54900.0,550.0,0.9957,noise
52,0.023141,0.01577,0.00425,0.023141,54900.0,550.0,0.9692,noise
53,0.026149,0.018192,0.004205,0.026149,54900.0,550.0,1.0002,noise
54,0.015923,0.008526,0.004101,0.015923,54900.0,550.0,1.0819,noise
55,0.027541,0.019612,0.004161,0.027541,54900.0,550.0,1.0,noise
56,0.016968,0.00911,0.00399,0.016968,54900.0,550.0,0.9516,noise
57,0.026916,0.018827,0.004003,0.026916,54900.0,550.0,0.9936,noise
58,0.023576,0.015998,0.004215,0.023576,54900.0,550.0,0.902,noise
59,0.015745,0.008045,0.004173,0.015745,54900.0,550.0,0.9114,noise
60,0.026452,0.018789,0.003998,0.026452,54900.0,550.0,1.0003,noise
61,0.019242,0.011539,0.004031,0.019242,54900.0,550.0,1.0072,noise
62,0.017725,0.010224,0.004068,0.017725,54900.0,550.0,1.0102,noise
63,0.024474,0.016887,0.003933,0.024474,54900.0,550.0,1.0236,noise
64,0.02035,0.012951,0.004098,0.02035,54900.0,550.0,0.9558,noise
65,0.019984,0.012696,0.004025,0.019984,54900.0,550.0,0.9831,noise
66,0.023112,0.015389,0.004175,0.023112,54900.0,550.0,1.0033,noise
67,0.023971,0.016334,0.004168,0.023971,54900.0,550.0,1.0163,noise
68,0.024733,0.017167,0.004094,0.024733,54900.0,550.0,1.0359,noise
69,0.015337,0.007827,0.004042,0.015337,54900.0,550.0,1.0011,noise
70,0.023708,0.015945,0.004039,0.023708,54900.0,550.0,0.9598,noise
71,0.022554,0.014968,0.004095,0.022554,54900.0,550.0,1.0656,noise
72,0.024129,0.016114,0.004114,0.024129,54900.0,550.0,0.9795,noise
73,0.025876,0.017471,0.004028,0.025876,54900.0,550.0,0.953,noise
74,0.015632,0.008223,0.003923,0.015632,54900.0,550.0,0.9475,noise
75,0.02769,0.019348,0.00395,0.02769,54900.0,550.0,1.0066,noise
76,0.018917,0.011448,0.004091,0.018917,54900.0,550.0,1.0315,noise
77,0.015654,0.007859,0.004194,0.015654,54900.0,550.0,0.8977,noise
78,0.016422,0.009077,0.004051,0.016422,54900.0,550.0,1.0541,noise
79,0.024269,0.016297,0.004061,0.024269,54900.0,550.0,0.8947,noise
80,0.021368,0.012958,0.004003,0.021368,54900.0,550.0,1.0184,noise
81,0.01622,0.008842,0.004019,0.01622,54900.0,550.0,0.9953,noise
82,0.021209,0.013336,0.004028,0.021209,54900.0,550.0,0.9831,noise
83,0.021124,0.013466,0.004097,0.021124,54900.0,550.0,0.9918,noise
84,0.026101,0.018734,0.004183,0.026101,54900.0,550.0,0.9772,noise
85,0.024204,0.016615,0.004055,0.024204,54900.0,550.0,1.0175,noise
86,0.022418,0.014986,0.00409,0.022418,54900.0,550.0,1.0386,noise
87,0.015444,0.008374,0.004026,0.015444,54900.0,550.0,1.0015,noise
88,0.026307,0.018021,0.004113,0.026307,54900.0,550.0,1.0111,noise
89,0.024059,0.016088,0.004041,0.024059,54900.0,550.0,0.9614,noise
90,0.015919,0.008599,0.004141,0.015919,54900.0,550.0,0.8605,noise
91,0.027611,0.019774,0.004038,0.027611,54900.0,550.0,0.9743,noise
92,0.022923,0.015243,0.003994,0.022923,54900.0,550.0,1.0041,noise
93,0.020849,0.013556,0.004082,0.020849,54900.0,550.0,1.0299,noise
94,0.022875,0.015226,0.004157,0.022875,54900.0,550.0,1.0081,noise
95,0.019747,0.012048,0.004072,0.019747,54900.0,550.0,1.0585,noise
96,0.022451,0.014762,0.004151,0.022451,54900.0,550.0,0.9882,noise
97,0.017014,0.009851,0.004041,0.017014,54900.0,550.0,1.0323,noise
98,0.017286,0.009668,0.00401,0.017286,54900.0,550.0,1.0616,noise
99,0.020629,0.013056,0.003899,0.020629,54900.0,550.0,0.9382,noise
100,0.025549,0.017226,0.004104,0.025549,54900.0,550.0,1.0271,noise
101,0.022157,0.014946,0.003936,0.022157,54900.0,550.0,1.0077,noise
102,0.018058,0.010508,0.004031,0.018058,54900.0,550.0,1.111,noise
103,0.023774,0.016142,0.004075,0.023774,54900.0,550.0,0.992,noise
104,0.020205,0.01228,0.004001,0.020205,54900.0,550.0,0.9902,noise
105,0.016105,0.008565,0.0041,0.016105,54900.0,550.0,1.1271,noise
106,0.018978,0.011246,0.00399,0.018978,54900.0,550.0,1.0917,noise
107,0.025653,0.0176,0.004029,0.025653,54900.0,550.0,1.0239,noise
108,0.025441,0.017697,0.003887,0.025441,54900.0,550.0,1.0188,noise
109,0.022286,0.014945,0.004049,0.022286,54900.0,550.0,0.9822,noise
110,0.02076,0.012787,0.004008,0.02076,54900.0,550.0,1.0291,noise
111,0.016444,0.00892,0.004061,0.016444,54900.0,550.0,1.0651,noise
112,0.022138,0.014698,0.004044,0.022138,54900.0,550.0,1.0239,noise
113,0.02006,0.012629,0.004154,0.02006,54900.0,550.0,1.0744,noise
114,0.027275,0.019558,0.004094,0.027275,54900.0,550.0,0.992,noise
115,0.018879,0.010909,0.004087,0.018879,54900.0,550.0,0.9498,noise
116,0.019529,0.011962,0.004076,0.019529,54900.0,550.0,1.0693,noise
117,0.016806,0.009022,0.003994,0.016806,54900.0,550.0,1.0791,noise
118,0.02342,0.015764,0.004132,0.02342,54900.0,550.0,0.9261,noise
119,0.023716,0.016112,0.004114,0.023716,54900.0,550.0,1.0437,noise
120,0.020657,0.013476,0.004156,0.020657,54900.0,550.0,0.9972,noise
121,0.018302,0.011059,0.00411,0.018302,54900.0,550.0,1.0659,noise
122,0.021587,0.013852,0.004115,0.021587,54900.0,550.0,1.0769,noise
123,0.017869,0.010261,0.004058,0.017869,54900.0,550.0,0.9279,noise
124,0.018078,0.009918,0.004083,0.018078,54900.0,550.0,1.0823,noise
125,0.022262,0.01477,0.00415,0.022262,54900.0,550.0,1.0503,noise
126,0.018387,0.010515,0.004101,0.018387,54900.0,550.0,0.9201,noise
127,0.021125,0.014112,0.004048,0.021125,54900.0,550.0,0.9435,noise
128,0.0225,0.013811,0.00403,0.0225,54900.0,550.0,0.9905,noise
129,0.019492,0.011976,0.004076,0.019492,54900.0,550.0,1.0511,noise
130,0.021427,0.014021,0.004095,0.021427,54900.0,550.0,0.9468,noise
131,0.01563,0.008309,0.004118,0.01563,54900.0,550.0,1.0495,noise
132,0.018549,0.010661,0.003967,0.018549,54900.0,550.0,1.0006,noise
133,0.025896,0.017199,0.004093,0.025896,54900.0,550.0,1.017,noise
134,0.0214,0.014132,0.004138,0.0214,54900.0,550.0,1.0069,noise
135,0.015745,0.007978,0.003999,0.015745,54900.0,550.0,1.0514,noise
136,0.015462,0.008406,0.00397,0.015462,54900.0,550.0,1.1432,noise
137,0.019554,0.012413,0.003793,0.019554,54900.0,550.0,0.9768,noise
138,0.020752,0.013178,0.004073,0.020752,54900.0,550.0,0.9698,noise
139,0.023941,0.015366,0.003948,0.023941,54900.0,550.0,1.0437,noise
140,0.020115,0.012927,0.004037,0.020115,54900.0,550.0,1.0243,noise
141,0.022809,0.015337,0.003927,0.022809,54900.0,550.0,1.0109,noise
142,0.020204,0.012849,0.004007,0.020204,54900.0,550.0,0.9739,noise
143,0.027165,0.019683,0.004079,0.027165,54900.0,550.0,0.9692,noise
144,0.02279,0.014977,0.004108,0.02279,54900.0,550.0,1.0662,noise
145,0.015927,0.008432,0.004054,0.015927,54900.0,550.0,0.9865,noise
146,0.025385,0.017602,0.004061,0.025385,54900.0,550.0,1.0035,noise
147,0.025737,0.017592,0.004026,0.025737,54900.0,550.0,0.948,noise
148,0.021125,0.01366,0.004029,0.021125,54900.0,550.0,0.9741,noise
149,0.020852,0.013471,0.004082,0.020852,54900.0,550.0,1.0867,noise
150,0.020963,0.013195,0.004068,0.020963,54900.0,550.0,0.9447,noise
151,0.018727,0.011529,0.004146,0.018727,54900.0,550.0,1.0198,noise
152,0.016733,0.009375,0.003978,0.016733,54900.0,550.0,0.9747,noise
153,0.018706,0.010818,0.004116,0.018706,54900.0,550.0,1.044,noise
154,0.023626,0.016328,0.004032,0.023626,54900.0,550.0,1.0058,noise
155,0.024576,0.016743,0.003957,0.024576,54900.0,550.0,1.0411,noise
156,0.0228,0.015332,0.003964,0.0228,54900.0,550.0,0.9945,noise
157,0.022674,0.01474,0.004067,0.022674,54900.0,550.0,1.0216,noise
158,0.028186,0.020078,0.004079,0.028186,54900.0,550.0,1.0378,noise
159,0.017624,0.010299,0.004037,0.017624,54900.0,550.0,1.1007,noise
160,0.020802,0.012782,0.004004,0.020802,54900.0,550.0,1.077,noise
161,0.017867,0.010627,0.00418,0.017867,54900.0,550.0,0.9179,noise
162,0.027147,0.0198,0.003997,0.027147,54900.0,550.0,1.0139,noise
163,0.021031,0.013181,0.004002,0.021031,54900.0,550.0,0.9086,noise
164,0.017299,0.00951,0.00406,0.017299,54900.0,550.0,0.9388,noise
165,0.027796,0.020113,0.004087,0.027796,54900.0,550.0,0.9173,noise
166,0.016144,0.00849,0.004189,0.016144,54900.0,550.0,1.0773,noise
167,0.027439,0.019639,0.004124,0.027439,54900.0,550.0,0.9928,noise
168,0.018197,0.010823,0.003932,0.018197,54900.0,550.0,1.0541,noise
169,0.026283,0.018881,0.00411,0.026283,54900.0,550.0,0.9754,noise
170,0.017955,0.010177,0.003993,0.017955,54900.0,550.0,1.0548,noise
171,0.018631,0.011678,0.003801,0.018631,54900.0,550.0,0.9003,noise
172,0.024139,0.016645,0.003919,0.024139,54900.0,550.0,1.0239,noise
173,0.017269,0.010013,0.004022,0.017269,54900.0,550.0,1.0137,noise
174,0.016162,0.008137,0.004082,0.016162,54900.0,550.0,0.9928,noise
175,0.022415,0.014928,0.004098,0.022415,54900.0,550.0,1.0193,noise
176,0.026057,0.017962,0.003954,0.026057,54900.0,550.0,1.0037,noise
177,0.022667,0.014535,0.003994,0.022667,54900.0,550.0,1.027,noise
178,0.019429,0.011552,0.003982,0.019429,54900.0,550.0,0.9706,noise
179,0.016122,0.008617,0.004077,0.016122,54900.0,550.0,0.9502,noise
180,0.027499,0.019936,0.004122,0.027499,54900.0,550.0,1.0116,noise
181,0.027828,0.019863,0.004143,0.027828,54900.0,550.0,1.0315,noise
182,0.027606,0.018938,0.004086,0.027606,54900.0,550.0,1.0091,noise
183,0.022033,0.014044,0.004023,0.022033,54900.0,550.0,1.0016,noise
184,0.02544,0.018066,0.003971,0.02544,54900.0,550.0,0.9795,noise
185,0.015775,0.008058,0.004096,0.015775,54900.0,550.0,1.1165,noise
186,0.021397,0.01402,0.003905,0.021397,54900.0,550.0,1.0875,noise
187,0.018228,0.010889,0.003921,0.018228,54900.0,550.0,1.0011,noise
188,0.020254,0.01254,0.003929,0.020254,54900.0,550.0,0.9763,noise
189,0.015831,0.008352,0.003966,0.015831,54900.0,550.0,1.0833,noise
190,0.024656,0.016279,0.004023,0.024656,54900.0,550.0,0.996,noise
191,0.026715,0.019353,0.003968,0.026715,54900.0,550.0,0.9744,noise
192,0.020755,0.013439,0.004143,0.020755,54900.0,550.0,0.9691,noise
193,0.018263,0.011249,0.004027,0.018263,54900.0,550.0,0.9554,noise
194,0.025478,0.01793,0.00406,0.025478,54900.0,550.0,1.0093,noise
195,0.017307,0.009901,0.003985,0.017307,54900.0,550.0,0.9455,noise
196,0.015968,0.008772,0.004102,0.015968,54900.0,550.0,1.0191,noise
197,0.022578,0.014864,0.004018,0.022578,54900.0,550.0,0.9681,noise
198,0.016809,0.008949,0.00412,0.016809,54900.0,550.0,1.1338,noise
199,0.018064,0.010345,0.004181,0.018064,54900.0,550.0,0.9487,noise
200,0.020227,0.012537,0.00416,0.020227,54900.0,550.0,1.0793,noise
201,0.025879,0.018029,0.004046,0.025879,54900.0,550.0,0.9806,noise
202,0.018802,0.011313,0.004075,0.018802,54900.0,550.0,0.9344,noise
203,0.01876,0.010578,0.003868,0.01876,54900.0,550.0,0.9882,noise
204,0.026581,0.019399,0.004039,0.026581,54900.0,550.0,1.0317,noise
205,0.017053,0.009265,0.004085,0.017053,54900.0,550.0,0.9878,noise
206,0.022378,0.015022,0.004062,0.022378,54900.0,550.0,0.9969,noise
207,0.026009,0.018585,0.003978,0.026009,54900.0,550.0,0.9596,noise
208,0.027588,0.019926,0.004029,0.027588,54900.0,550.0,0.9624,noise
209,0.023612,0.015694,0.003965,0.023612,54900.0,550.0,1.0223,noise
210,0.020507,0.013207,0.003931,0.020507,54900.0,550.0,0.9952,noise
211,0.018909,0.010733,0.004041,0.018909,54900.0,550.0,0.9357,noise
212,0.018806,0.011226,0.003917,0.018806,54900.0,550.0,0.9676,noise
213,0.019831,0.01222,0.004049,0.019831,54900.0,550.0,1.0316,noise
214,0.015998,0.009016,0.004062,0.015998,54900.0,550.0,1.0238,noise
215,0.016992,0.009649,0.004053,0.016992,54900.0,550.0,1.0394,noise
216,0.023489,0.015956,0.004016,0.023489,54900.0,550.0,1.0018,noise
217,0.023,0.015362,0.004074,0.023,54900.0,550.0,0.9533,noise
218,0.021725,0.013792,0.004225,0.021725,54900.0,550.0,0.9952,noise
219,0.022509,0.014901,0.004044,0.022509,54900.0,550.0,1.0506,noise
220,0.018806,0.011273,0.004121,0.018806,54900.0,550.0,0.973,noise
221,0.028163,0.018757,0.004145,0.028163,54900.0,550.0,0.9667,noise
222,0.028212,0.019773,0.004142,0.028212,54900.0,550.0,0.95,noise
223,0.026679,0.018496,0.004023,0.026679,54900.0,550.0,1.0055,noise
224,0.024771,0.017107,0.00423,0.024771,54900.0,550.0,0.9563,noise
225,0.017865,0.010623,0.004079,0.017865,54900.0,550.0,1.0126,noise
226,0.023972,0.016096,0.003965,0.023972,54900.0,550.0,0.982,noise
227,0.018441,0.010917,0.004039,0.018441,54900.0,550.0,0.9504,noise
228,0.01993,0.012324,0.004228,0.01993,54900.0,550.0,0.9399,noise
229,0.027578,0.020042,0.004069,0.027578,54900.0,550.0,0.9966,noise
230,0.016174,0.008892,0.004038,0.016174,54900.0,550.0,1.0017,noise
231,0.018268,0.010164,0.00401,0.018268,54900.0,550.0,1.0418,noise
232,0.015754,0.008494,0.004156,0.015754,54900.0,550.0,0.9565,noise
233,0.018488,0.011194,0.004069,0.018488,54900.0,550.0,1.02,noise
234,0.027408,0.019699,0.004073,0.027408,54900.0,550.0,1.0338,noise
235,0.020625,0.012036,0.003941,0.020625,54900.0,550.0,0.9752,noise
236,0.027246,0.019658,0.004101,0.027246,54900.0,550.0,0.9249,noise
237,0.028323,0.01981,0.00397,0.028323,54900.0,550.0,1.0072,noise
238,0.01803,0.01035,0.004129,0.01803,54900.0,550.0,0.9435,noise
239,0.023598,0.015776,0.003967,0.023598,54900.0,550.0,0.9718,noise
240,0.020599,0.013261,0.003942,0.020599,54900.0,550.0,0.9409,noise
241,0.024708,0.017351,0.004166,0.024708,54900.0,550.0,1.0431,noise
242,0.016659,0.008983,0.004057,0.016659,54900.0,550.0,1.0477,noise
243,0.016025,0.008674,0.00395,0.016025,54900.0,550.0,1.0011,noise
244,0.016833,0.008557,0.004005,0.016833,54900.0,550.0,0.8469,noise
245,0.026042,0.018448,0.003961,0.026042,54900.0,550.0,1.0011,noise
246,0.015534,0.007907,0.003976,0.015534,54900.0,550.0,1.1574,noise
247,0.021393,0.013848,0.004193,0.021393,54900.0,550.0,1.0303,noise
248,0.022204,0.014061,0.004057,0.022204,54900.0,550.0,0.9888,noise
249,0.022322,0.014178,0.004065,0.022322,54900.0,550.0,1.022,noise
250,0.020487,0.013455,0.004059,0.020487,54900.0,550.0,1.026,noise
251,0.019659,0.011965,0.004101,0.019659,54900.0,550.0,0.9308,noise
252,0.018244,0.010548,0.004031,0.018244,54900.0,550.0,1.039,noise
253,0.027198,0.018963,0.004021,0.027198,54900.0,550.0,1.0554,noise
254,0.018583,0.011019,0.004081,0.018583,54900.0,550.0,0.9691,noise
255,0.020886,0.013675,0.004057,0.020886,54900.0,550.0,1.0537,noise
256,0.022141,0.014076,0.004085,0.022141,54900.0,550.0,0.9615,noise
257,0.017398,0.010056,0.003795,0.017398,54900.0,550.0,1.0055,noise
258,0.021897,0.014143,0.003997,0.021897,54900.0,550.0,1.0232,noise
259,0.016204,0.008687,0.004001,0.016204,54900.0,550.0,0.9609,noise
260,0.015758,0.008212,0.004092,0.015758,54900.0,550.0,1.0253,noise
261,0.022174,0.014773,0.004088,0.022174,54900.0,550.0,1.0163,noise
262,0.019167,0.011051,0.004008,0.019167,54900.0,550.0,0.9179,noise
263,0.015996,0.008497,0.004041,0.015996,54900.0,550.0,1.0282,noise
264,0.020543,0.012766,0.004084,0.020543,54900.0,550.0,0.9519,noise
265,0.023838,0.016324,0.004013,0.023838,54900.0,550.0,1.0175,noise
266,0.023542,0.01568,0.003982,0.023542,54900.0,550.0,1.0355,noise
267,0.020921,0.013638,0.003924,0.020921,54900.0,550.0,1.0243,noise
268,0.017132,0.010011,0.004105,0.017132,54900.0,550.0,1.0974,noise
269,0.026124,0.018231,0.004073,0.026124,54900.0,550.0,0.9888,noise
270,0.026436,0.018643,0.00405,0.026436,54900.0,550.0,1.0886,noise
271,0.022955,0.015429,0.004196,0.022955,54900.0,550.0,1.0237,noise
272,0.025715,0.017503,0.004043,0.025715,54900.0,550.0,1.0242,noise
273,0.019801,0.01215,0.004187,0.019801,54900.0,550.0,1.0124,noise
274,0.015864,0.008608,0.004033,0.015864,54900.0,550.0,0.9564,noise
275,0.020744,0.012997,0.004125,0.020744,54900.0,550.0,1.0387,noise
276,0.018047,0.010368,0.004054,0.018047,54900.0,550.0,0.9399,noise
277,0.024808,0.01668,0.004195,0.024808,54900.0,550.0,0.9772,noise
278,0.022651,0.015119,0.004052,0.022651,54900.0,550.0,0.9491,noise
279,0.025077,0.017348,0.004013,0.025077,54900.0,550.0,0.9785,noise
280,0.01603,0.008365,0.003905,0.01603,54900.0,550.0,1.1516,noise
281,0.016361,0.008965,0.00396,0.016361,54900.0,550.0,1.0055,noise
282,0.018454,0.010975,0.004158,0.018454,54900.0,550.0,1.0363,noise
283,0.024113,0.016092,0.004186,0.024113,54900.0,550.0,0.9865,noise
284,0.019426,0.011954,0.004181,0.019426,54900.0,550.0,0.9631,noise
285,0.026374,0.018629,0.003938,0.026374,54900.0,550.0,0.9627,noise
286,0.019039,0.011882,0.004036,0.019039,54900.0,550.0,0.9643,noise
287,0.025769,0.017822,0.003976,0.025769,54900.0,550.0,1.0464,noise
288,0.017917,0.010557,0.004024,0.017917,54900.0,550.0,0.9074,noise
289,0.017166,0.009564,0.003991,0.017166,54900.0,550.0,0.9554,noise
290,0.021552,0.0142,0.004064,0.021552,54900.0,550.0,0.9815,noise
291,0.026115,0.018782,0.004051,0.026115,54900.0,550.0,1.0188,noise
292,0.015371,0.008021,0.004054,0.015371,54900.0,550.0,0.8756,noise
293,0.024748,0.016469,0.004234,0.024748,54900.0,550.0,1.0598,noise
294,0.017605,0.010142,0.004032,0.017605,54900.0,550.0,0.9009,noise
295,0.023201,0.016042,0.003979,0.023201,54900.0,550.0,0.9844,noise
296,0.028173,0.019157,0.004159,0.028173,54900.0,550.0,1.0627,noise
297,0.018218,0.010677,0.004168,0.018218,54900.0,550.0,0.9834,noise
298,0.015705,0.008133,0.004129,0.015705,54900.0,550.0,0.8739,noise
299,0.017399,0.009538,0.003973,0.017399,54900.0,550.0,1.07,noise
300,0.018702,0.011623,0.003938,0.018702,54900.0,550.0,1.0006,noise
301,0.026885,0.01913,0.004111,0.026885,54900.0,550.0,1.0081,noise
302,0.022556,0.01558,0.004007,0.022556,54900.0,550.0,0.9871,noise
303,0.020857,0.013413,0.004014,0.020857,54900.0,550.0,1.0554,noise
304,0.023033,0.015575,0.004031,0.023033,54900.0,550.0,1.0211,noise
305,0.01775,0.009597,0.004011,0.01775,54900.0,550.0,0.9974,noise
306,0.022385,0.014643,0.004051,0.022385,54900.0,550.0,1.0032,noise
307,0.020896,0.013141,0.004049,0.020896,54900.0,550.0,1.0288,noise
308,0.01942,0.012169,0.004124,0.01942,54900.0,550.0,1.0127,noise
309,0.025853,0.017231,0.004053,0.025853,54900.0,550.0,0.9784,noise
310,0.021951,0.014984,0.004042,0.021951,54900.0,550.0,0.9094,noise
311,0.020738,0.013064,0.004156,0.020738,54900.0,550.0,1.0059,noise
312,0.022341,0.014667,0.004038,0.022341,54900.0,550.0,1.0183,noise
313,0.021056,0.01306,0.004073,0.021056,54900.0,550.0,0.995,noise
314,0.027487,0.019265,0.004146,0.027487,54900.0,550.0,0.9786,noise
315,0.018078,0.010358,0.004169,0.018078,54900.0,550.0,1.004,noise
316,0.026172,0.018787,0.004286,0.026172,54900.0,550.0,0.9995,noise
317,0.024215,0.016361,0.004214,0.024215,54900.0,550.0,1.0394,noise
318,0.025197,0.017237,0.00402,0.025197,54900.0,550.0,1.0567,noise
319,0.026041,0.018343,0.004073,0.026041,54900.0,550.0,1.0211,noise
320,0.018329,0.010802,0.003903,0.018329,54900.0,550.0,1.0464,noise
321,0.019189,0.011689,0.004126,0.019189,54900.0,550.0,1.0436,noise
322,0.016112,0.009186,0.004165,0.016112,54900.0,550.0,0.896,noise
323,0.020946,0.013321,0.004116,0.020946,54900.0,550.0,0.967,noise
324,0.017937,0.010356,0.004037,0.017937,54900.0,550.0,1.0313,noise
325,0.020364,0.012954,0.003877,0.020364,54900.0,550.0,1.0261,noise
326,0.025787,0.017801,0.004033,0.025787,54900.0,550.0,0.9766,noise
327,0.022348,0.014929,0.004056,0.022348,54900.0,550.0,0.9206,noise
328,0.02424,0.016482,0.004006,0.02424,54900.0,550.0,1.0869,noise
329,0.017688,0.010006,0.003954,0.017688,54900.0,550.0,0.9219,noise
330,0.024204,0.016554,0.004072,0.024204,54900.0,550.0,1.0514,noise
331,0.021635,0.013687,0.004019,0.021635,54900.0,550.0,0.9109,noise
332,0.026166,0.018435,0.004003,0.026166,54900.0,550.0,0.946,noise
333,0.02014,0.012526,0.003991,0.02014,54900.0,550.0,1.0259,noise
334,0.02652,0.018076,0.00405,0.02652,54900.0,550.0,0.9398,noise
335,0.025546,0.01778,0.00415,0.025546,54900.0,550.0,0.9899,noise
336,0.017868,0.010598,0.003985,0.017868,54900.0,550.0,1.0395,noise
337,0.020579,0.012839,0.003958,0.020579,54900.0,550.0,0.9924,noise
338,0.02098,0.013183,0.004125,0.02098,54900.0,550.0,0.9373,noise
339,0.018943,0.0107,0.004082,0.018943,54900.0,550.0,1.051,noise
340,0.02018,0.012291,0.003999,0.02018,54900.0,550.0,1.0617,noise
341,0.015956,0.008774,0.003875,0.015956,54900.0,550.0,1.0285,noise
342,0.022506,0.015098,0.004018,0.022506,54900.0,550.0,0.9991,noise
343,0.025273,0.017848,0.004033,0.025273,54900.0,550.0,0.9729,noise
344,0.015247,0.008002,0.004027,0.015247,54900.0,550.0,1.0693,noise
345,0.016683,0.00907,0.003995,0.016683,54900.0,550.0,0.985,noise
346,0.018142,0.010242,0.004089,0.018142,54900.0,550.0,1.062,noise
347,0.015584,0.008064,0.003953,0.015584,54900.0,550.0,1.1303,noise
348,0.021395,0.013706,0.003903,0.021395,54900.0,550.0,1.0421,noise
349,0.015501,0.007999,0.00391,0.015501,54900.0,550.0,0.978,noise
350,0.023713,0.015794,0.004152,0.023713,54900.0,550.0,0.9404,noise
351,0.022447,0.015,0.004091,0.022447,54900.0,550.0,1.1008,noise
352,0.025307,0.017413,0.003993,0.025307,54900.0,550.0,0.9655,noise
353,0.015465,0.00763,0.004004,0.015465,54900.0,550.0,1.0069,noise
354,0.023999,0.015434,0.003972,0.023999,54900.0,550.0,0.9461,noise
355,0.016751,0.009409,0.004169,0.016751,54900.0,550.0,0.9698,noise
356,0.026595,0.01806,0.004151,0.026595,54900.0,550.0,0.9991,noise
357,0.025875,0.017485,0.003978,0.025875,54900.0,550.0,0.958,noise
