magnitude,avg_magnitude,std_magnitude,peak_acceleration,duration_ms,sample_count,sta_lta_ratio,label
1.168757,0.079606,0.225482,1.168757,54900.0,550.0,62.4768,earthquake
0.020691,0.012872,0.004026,0.020691,54900.0,550.0,1.0232,noise
1.36312,0.093696,0.260903,1.36312,54900.0,550.0,55.4536,earthquake
0.020115,0.012927,0.004037,0.020115,54900.0,550.0,1.0243,noise
1.303111,0.09368,0.246388,1.303111,54900.0,550.0,41.8696,earthquake
0.180757,0.062326,0.035405,0.180757,54900.0,550.0,1.6463,unknown
0.172018,0.062323,0.034986,0.172018,54900.0,550.0,2.0289,unknown
0.168524,0.055956,0.033926,0.168524,54900.0,550.0,1.7154,unknown
0.15794,0.051172,0.030685,0.15794,54900.0,550.0,1.472,unknown
0.958047,0.073464,0.185491,0.958047,54900.0,550.0,36.9591,earthquake
0.151572,0.045935,0.032446,0.151572,54900.0,550.0,2.1524,unknown
0.172511,0.070059,0.029162,0.172511,54900.0,550.0,1.8072,unknown
0.134964,0.049805,0.025719,0.134964,54900.0,550.0,1.5106,unknown
1.281946,0.087779,0.248933,1.281946,54900.0,550.0,66.4381,earthquake
0.131049,0.050503,0.024925,0.131049,54900.0,550.0,1.875,unknown
1.745348,0.11305,0.329924,1.745348,54900.0,550.0,65.0395,earthquake
1.513344,0.098552,0.28858,1.513344,54900.0,550.0,69.9065,earthquake
0.020812,0.013593,0.004105,0.020812,54900.0,550.0,0.9061,noise
0.172209,0.050145,0.03464,0.172209,54900.0,550.0,1.7599,unknown
0.100534,0.037519,0.018017,0.100534,54900.0,550.0,1.5847,unknown
1.689306,0.099326,0.301056,1.689306,54900.0,550.0,94.4204,earthquake
1.551169,0.10083,0.299028,1.551169,54900.0,550.0,80.4562,earthquake
1.601216,0.108576,0.298293,1.601216,54900.0,550.0,49.0904,earthquake
0.019272,0.011854,0.004077,0.019272,54900.0,550.0,1.0011,noise
0.139306,0.045204,0.025403,0.139306,54900.0,550.0,2.1353,unknown
0.553682,0.055521,0.12754,0.553682,54900.0,550.0,29.0239,earthquake
1.879946,0.114744,0.335871,1.879946,54900.0,550.0,69.2791,earthquake
1.195866,0.08011,0.237798,1.195866,54900.0,550.0,92.7528,earthquake
0.165996,0.060034,0.030465,0.165996,54900.0,550.0,1.5439,unknown
0.022923,0.015243,0.003994,0.022923,54900.0,550.0,1.0041,noise
0.024371,0.016624,0.004032,0.024371,54900.0,550.0,0.9857,noise
0.026679,0.018496,0.004023,0.026679,54900.0,550.0,1.0055,noise
0.119454,0.0389,0.022504,0.119454,54900.0,550.0,2.1348,unknown
0.194284,0.066509,0.037602,0.194284,54900.0,550.0,1.7884,unknown
0.133849,0.042064,0.025627,0.133849,54900.0,550.0,1.5179,unknown
0.021031,0.013181,0.004002,0.021031,54900.0,550.0,0.9086,noise
0.179932,0.063937,0.035534,0.179932,54900.0,550.0,1.5371,unknown
0.144911,0.058597,0.028985,0.144911,54900.0,550.0,1.8236,unknown
0.148498,0.053209,0.029042,0.148498,54900.0,550.0,2.0106,unknown
1.232116,0.079555,0.235384,1.232116,54900.0,550.0,86.025,earthquake
1.576619,0.098248,0.298312,1.576619,54900.0,550.0,98.5598,earthquake
0.016162,0.008137,0.004082,0.016162,54900.0,550.0,0.9928,noise
0.933395,0.070337,0.18596,0.933395,54900.0,550.0,46.9238,earthquake
0.167576,0.050864,0.030481,0.167576,54900.0,550.0,1.7443,unknown
1.16977,0.086303,0.233657,1.16977,54900.0,550.0,49.293,earthquake
1.694055,0.114878,0.321303,1.694055,54900.0,550.0,52.7446,earthquake
0.025478,0.01793,0.00406,0.025478,54900.0,550.0,1.0093,noise
0.015649,0.008383,0.004069,0.015649,54900.0,550.0,0.9397,noise
0.027578,0.020042,0.004069,0.027578,54900.0,550.0,0.9966,noise
0.155582,0.069813,0.028449,0.155582,54900.0,550.0,1.5365,unknown
0.020783,0.013469,0.003962,0.020783,54900.0,550.0,0.9995,noise
0.016733,0.009375,0.003978,0.016733,54900.0,550.0,0.9747,noise
0.01622,0.008842,0.004019,0.01622,54900.0,550.0,0.9953,noise
1.46511,0.098683,0.276185,1.46511,54900.0,550.0,55.8031,earthquake
0.212111,0.071208,0.037004,0.212111,54900.0,550.0,1.4755,unknown
0.135079,0.046757,0.026017,0.135079,54900.0,550.0,1.6062,unknown
0.577072,0.054915,0.127291,0.577072,54900.0,550.0,29.5202,earthquake
0.021125,0.01366,0.004029,0.021125,54900.0,550.0,0.9741,noise
1.35043,0.089476,0.253402,1.35043,54900.0,550.0,62.6687,earthquake
0.197905,0.065044,0.03595,0.197905,54900.0,550.0,1.3139,unknown
0.019554,0.012413,0.003793,0.019554,54900.0,550.0,0.9768,noise
0.016025,0.008674,0.00395,0.016025,54900.0,550.0,1.0011,noise
0.136168,0.045889,0.024921,0.136168,54900.0,550.0,1.6931,unknown
0.021209,0.013336,0.004028,0.021209,54900.0,550.0,0.9831,noise
0.185699,0.073459,0.0364,0.185699,54900.0,550.0,1.7453,unknown
0.025986,0.018309,0.004093,0.025986,54900.0,550.0,0.977,noise
1.454149,0.097258,0.277019,1.454149,54900.0,550.0,64.5095,earthquake
0.125325,0.046577,0.02457,0.125325,54900.0,550.0,2.0105,unknown
0.019461,0.011846,0.00396,0.019461,54900.0,550.0,1.0008,noise
0.140815,0.048678,0.028304,0.140815,54900.0,550.0,1.8815,unknown
0.171803,0.067077,0.031987,0.171803,54900.0,550.0,1.3505,unknown
1.537349,0.104965,0.282659,1.537349,54900.0,550.0,44.4,earthquake
0.02279,0.014977,0.004108,0.02279,54900.0,550.0,1.0662,noise
0.130132,0.048229,0.026945,0.130132,54900.0,550.0,1.652,unknown
0.026333,0.018871,0.003972,0.026333,54900.0,550.0,0.956,noise
0.02006,0.012629,0.004154,0.02006,54900.0,550.0,1.0744,noise
0.139888,0.042372,0.025373,0.139888,54900.0,550.0,2.5081,unknown
0.730544,0.06551,0.157296,0.730544,54900.0,550.0,32.7729,earthquake
0.019167,0.011051,0.004008,0.019167,54900.0,550.0,0.9179,noise
1.06937,0.07426,0.200972,1.06937,54900.0,550.0,49.4967,earthquake
0.137313,0.048783,0.027417,0.137313,54900.0,550.0,1.7598,unknown
0.023774,0.016142,0.004075,0.023774,54900.0,550.0,0.992,noise
0.626457,0.059287,0.143845,0.626457,54900.0,550.0,35.0063,earthquake
1.336623,0.086485,0.256415,1.336623,54900.0,550.0,87.4075,earthquake
1.465245,0.093168,0.272192,1.465245,54900.0,550.0,74.0163,earthquake
0.181884,0.071215,0.034857,0.181884,54900.0,550.0,1.4478,unknown
0.026042,0.018448,0.003961,0.026042,54900.0,550.0,1.0011,noise
1.84342,0.116258,0.327645,1.84342,54900.0,550.0,53.04,earthquake
0.82206,0.067316,0.160538,0.82206,54900.0,550.0,31.2095,earthquake
0.607747,0.052316,0.134103,0.607747,54900.0,550.0,44.4909,earthquake
1.828011,0.106365,0.33063,1.828011,54900.0,550.0,112.4025,earthquake
0.021725,0.013792,0.004225,0.021725,54900.0,550.0,0.9952,noise
0.024139,0.016645,0.003919,0.024139,54900.0,550.0,1.0239,noise
0.023482,0.015391,0.004086,0.023482,54900.0,550.0,1.0232,noise
0.172506,0.053762,0.034376,0.172506,54900.0,550.0,1.6637,unknown
0.881063,0.064975,0.181919,0.881063,54900.0,550.0,66.2082,earthquake
0.145341,0.04821,0.028307,0.145341,54900.0,550.0,2.3015,unknown
0.174908,0.066034,0.036968,0.174908,54900.0,550.0,1.921,unknown
0.018806,0.011273,0.004121,0.018806,54900.0,550.0,0.973,noise
1.267665,0.083485,0.23737,1.267665,54900.0,550.0,63.5286,earthquake
0.171507,0.052455,0.03521,0.171507,54900.0,550.0,1.8131,unknown
0.16927,0.064721,0.031487,0.16927,54900.0,550.0,1.4498,unknown
0.16083,0.052866,0.030627,0.16083,54900.0,550.0,1.5427,unknown
0.164157,0.068328,0.034754,0.164157,54900.0,550.0,1.5259,unknown
0.183146,0.073167,0.034567,0.183146,54900.0,550.0,1.571,unknown
0.177493,0.054249,0.036033,0.177493,54900.0,550.0,2.1796,unknown
0.169791,0.069486,0.028611,0.169791,54900.0,550.0,1.4857,unknown
0.147114,0.062901,0.02383,0.147114,54900.0,550.0,1.7089,unknown
0.153379,0.066368,0.028808,0.153379,54900.0,550.0,1.3015,unknown
1.183224,0.079668,0.21365,1.183224,54900.0,550.0,47.3768,earthquake
0.016122,0.008617,0.004077,0.016122,54900.0,550.0,0.9502,noise
1.471809,0.093229,0.279892,1.471809,54900.0,550.0,94.3252,earthquake
1.260762,0.096622,0.256619,1.260762,54900.0,550.0,44.1188,earthquake
0.161146,0.064393,0.030405,0.161146,54900.0,550.0,1.8752,unknown
0.180168,0.054795,0.03479,0.180168,54900.0,550.0,1.3713,unknown
0.022667,0.014535,0.003994,0.022667,54900.0,550.0,1.027,noise
1.497983,0.100443,0.277664,1.497983,54900.0,550.0,51.3064,earthquake
0.023576,0.015998,0.004215,0.023576,54900.0,550.0,0.902,noise
0.747464,0.066825,0.157407,0.747464,54900.0,550.0,30.6671,earthquake
1.497105,0.093999,0.273674,1.497105,54900.0,550.0,73.0598,earthquake
0.765733,0.062577,0.154393,0.765733,54900.0,550.0,36.1179,earthquake
0.02256,0.014972,0.00418,0.02256,54900.0,550.0,0.9642,noise
1.512203,0.092968,0.276233,1.512203,54900.0,550.0,82.9419,earthquake
0.028186,0.020078,0.004079,0.028186,54900.0,550.0,1.0378,noise
0.026878,0.019157,0.003932,0.026878,54900.0,550.0,1.0112,noise
0.018806,0.011226,0.003917,0.018806,54900.0,550.0,0.9676,noise
0.986578,0.0791,0.194595,0.986578,54900.0,550.0,33.2129,earthquake
0.690061,0.058694,0.146429,0.690061,54900.0,550.0,38.3107,earthquake
0.026149,0.018192,0.004205,0.026149,54900.0,550.0,1.0002,noise
1.057652,0.079025,0.195421,1.057652,54900.0,550.0,33.7091,earthquake
0.605911,0.056047,0.128276,0.605911,54900.0,550.0,28.6632,earthquake
0.023033,0.015575,0.004031,0.023033,54900.0,550.0,1.0211,noise
1.129758,0.078713,0.220801,1.129758,54900.0,550.0,61.0921,earthquake
0.166273,0.050143,0.03348,0.166273,54900.0,550.0,1.7841,unknown
0.162405,0.055441,0.031226,0.162405,54900.0,550.0,1.9975,unknown
0.132796,0.048078,0.025355,0.132796,54900.0,550.0,1.9952,unknown
0.017868,0.010598,0.003985,0.017868,54900.0,550.0,1.0395,noise
0.021125,0.014112,0.004048,0.021125,54900.0,550.0,0.9435,noise
1.387194,0.102331,0.272906,1.387194,54900.0,550.0,43.6084,earthquake
1.208612,0.082779,0.223683,1.208612,54900.0,550.0,48.8694,earthquake
0.132329,0.060251,0.023335,0.132329,54900.0,550.0,1.4601,unknown
0.021482,0.013639,0.004177,0.021482,54900.0,550.0,0.9415,noise
0.186208,0.063853,0.037259,0.186208,54900.0,550.0,1.9926,unknown
0.015471,0.008045,0.004086,0.015471,54900.0,550.0,1.0447,noise
0.024234,0.016673,0.004119,0.024234,54900.0,550.0,1.0164,noise
0.016809,0.008949,0.00412,0.016809,54900.0,550.0,1.1338,noise
0.187771,0.076038,0.038636,0.187771,54900.0,550.0,1.6261,unknown
0.855862,0.069858,0.17434,0.855862,54900.0,550.0,36.5437,earthquake
0.022809,0.015337,0.003927,0.022809,54900.0,550.0,1.0109,noise
1.556186,0.103786,0.290831,1.556186,54900.0,550.0,56.3918,earthquake
0.026082,0.018272,0.004129,0.026082,54900.0,550.0,1.0616,noise
0.150037,0.047135,0.029947,0.150037,54900.0,550.0,1.6493,unknown
0.139888,0.046022,0.028527,0.139888,54900.0,550.0,2.3493,unknown
0.148588,0.061295,0.028777,0.148588,54900.0,550.0,1.8859,unknown
0.01775,0.009597,0.004011,0.01775,54900.0,550.0,0.9974,noise
0.141233,0.054544,0.024832,0.141233,54900.0,550.0,1.7493,unknown
0.205644,0.078777,0.042283,0.205644,54900.0,550.0,1.8631,unknown
0.018802,0.011313,0.004075,0.018802,54900.0,550.0,0.9344,noise
0.025617,0.017276,0.003974,0.025617,54900.0,550.0,1.086,noise
0.750091,0.067576,0.153326,0.750091,54900.0,550.0,26.7876,earthquake
0.188922,0.052092,0.034119,0.188922,54900.0,550.0,1.72,unknown
0.173245,0.061444,0.03634,0.173245,54900.0,550.0,1.7917,unknown
1.339359,0.083331,0.249932,1.339359,54900.0,550.0,92.7912,earthquake
0.022734,0.015178,0.0041,0.022734,54900.0,550.0,0.99,noise
0.019602,0.011703,0.004179,0.019602,54900.0,550.0,1.0063,noise
0.022508,0.014566,0.004081,0.022508,54900.0,550.0,0.9929,noise
0.184752,0.051444,0.032506,0.184752,54900.0,550.0,1.3318,unknown
0.15697,0.046688,0.02892,0.15697,54900.0,550.0,2.3404,unknown
1.633125,0.104913,0.309993,1.633125,54900.0,550.0,78.5955,earthquake
0.154537,0.05609,0.032527,0.154537,54900.0,550.0,2.1128,unknown
0.015632,0.008223,0.003923,0.015632,54900.0,550.0,0.9475,noise
1.421169,0.102093,0.274408,1.421169,54900.0,550.0,43.4407,earthquake
0.018142,0.010242,0.004089,0.018142,54900.0,550.0,1.062,noise
0.02424,0.016482,0.004006,0.02424,54900.0,550.0,1.0869,noise
0.018047,0.010368,0.004054,0.018047,54900.0,550.0,0.9399,noise
0.021053,0.012644,0.003895,0.021053,54900.0,550.0,1.0067,noise
0.169743,0.063082,0.029429,0.169743,54900.0,550.0,2.1246,unknown
0.118344,0.048925,0.021264,0.118344,54900.0,550.0,1.6648,unknown
1.07586,0.082338,0.201668,1.07586,54900.0,550.0,32.6227,earthquake
0.020946,0.013321,0.004116,0.020946,54900.0,550.0,0.967,noise
0.027013,0.018429,0.003999,0.027013,54900.0,550.0,1.0735,noise
0.772126,0.065947,0.160151,0.772126,54900.0,550.0,33.1283,earthquake
1.678354,0.106405,0.309706,1.678354,54900.0,550.0,66.104,earthquake
0.873098,0.072212,0.187344,0.873098,54900.0,550.0,43.2039,earthquake
0.159225,0.062834,0.03181,0.159225,54900.0,550.0,1.9669,unknown
0.139618,0.046367,0.029898,0.139618,54900.0,550.0,1.9316,unknown
0.182459,0.063808,0.030816,0.182459,54900.0,550.0,2.0774,unknown
0.023489,0.015956,0.004016,0.023489,54900.0,550.0,1.0018,noise
0.928092,0.078213,0.18502,0.928092,54900.0,550.0,29.615,earthquake
0.165408,0.065391,0.032157,0.165408,54900.0,550.0,1.6558,unknown
1.245006,0.090178,0.237942,1.245006,54900.0,550.0,43.3984,earthquake
0.171562,0.068434,0.034177,0.171562,54900.0,550.0,1.6625,unknown
0.138869,0.051391,0.02427,0.138869,54900.0,550.0,2.0123,unknown
0.149084,0.057398,0.029639,0.149084,54900.0,550.0,1.6885,unknown
1.314025,0.085845,0.249026,1.314025,54900.0,550.0,71.6764,earthquake
0.147685,0.046953,0.028499,0.147685,54900.0,550.0,2.1824,unknown
0.137661,0.044982,0.026967,0.137661,54900.0,550.0,1.8996,unknown
1.646316,0.106872,0.289962,1.646316,54900.0,550.0,46.3445,earthquake
0.174945,0.064815,0.033902,0.174945,54900.0,550.0,1.1799,unknown
0.150989,0.05753,0.028642,0.150989,54900.0,550.0,2.0658,unknown
0.152571,0.044564,0.027746,0.152571,54900.0,550.0,1.3406,unknown
1.738269,0.11672,0.329943,1.738269,54900.0,550.0,53.0993,earthquake
0.018078,0.010358,0.004169,0.018078,54900.0,550.0,1.004,noise
0.022418,0.014986,0.00409,0.022418,54900.0,550.0,1.0386,noise
0.01968,0.011459,0.004099,0.01968,54900.0,550.0,1.0361,noise
1.179027,0.077841,0.230976,1.179027,54900.0,550.0,89.1862,earthquake
1.586662,0.106621,0.30046,1.586662,54900.0,550.0,56.6902,earthquake
1.415453,0.091834,0.256082,1.415453,54900.0,550.0,54.0673,earthquake
0.991127,0.075612,0.193875,0.991127,54900.0,550.0,39.3007,earthquake
0.02035,0.012951,0.004098,0.02035,54900.0,550.0,0.9558,noise
0.190465,0.065626,0.037892,0.190465,54900.0,550.0,1.9153,unknown
0.169665,0.048093,0.03146,0.169665,54900.0,550.0,1.3297,unknown
0.140785,0.059028,0.025948,0.140785,54900.0,550.0,1.8218,unknown
0.195538,0.057029,0.034281,0.195538,54900.0,550.0,1.2165,unknown
0.015705,0.008133,0.004129,0.015705,54900.0,550.0,0.8739,noise
0.180728,0.066976,0.038923,0.180728,54900.0,550.0,1.8317,unknown
1.291069,0.091073,0.249409,1.291069,54900.0,550.0,50.9269,earthquake
0.026315,0.017966,0.004189,0.026315,54900.0,550.0,0.9711,noise
1.539636,0.096245,0.284448,1.539636,54900.0,550.0,80.4649,earthquake
0.025853,0.017231,0.004053,0.025853,54900.0,550.0,0.9784,noise
0.154348,0.05046,0.029938,0.154348,54900.0,550.0,2.1806,unknown
1.300164,0.095449,0.249432,1.300164,54900.0,550.0,41.4908,earthquake
0.165297,0.062012,0.032146,0.165297,54900.0,550.0,1.6736,unknown
0.158185,0.049784,0.032208,0.158185,54900.0,550.0,1.7842,unknown
0.022674,0.01474,0.004067,0.022674,54900.0,550.0,1.0216,noise
0.175723,0.07066,0.035712,0.175723,54900.0,550.0,1.4008,unknown
1.029999,0.074861,0.203518,1.029999,54900.0,550.0,53.131,earthquake
1.224362,0.089495,0.23155,1.224362,54900.0,550.0,39.9042,earthquake
0.023,0.015362,0.004074,0.023,54900.0,550.0,0.9533,noise
0.022578,0.014864,0.004018,0.022578,54900.0,550.0,0.9681,noise
0.197563,0.07299,0.040073,0.197563,54900.0,550.0,1.315,unknown
0.170215,0.071159,0.03357,0.170215,54900.0,550.0,1.6302,unknown
1.748595,0.111803,0.334439,1.748595,54900.0,550.0,82.2294,earthquake
0.015998,0.009016,0.004062,0.015998,54900.0,550.0,1.0238,noise
0.017307,0.009901,0.003985,0.017307,54900.0,550.0,0.9455,noise
1.506026,0.101973,0.285556,1.506026,54900.0,550.0,56.1289,earthquake
0.024269,0.016297,0.004061,0.024269,54900.0,550.0,0.8947,noise
0.149173,0.047761,0.02811,0.149173,54900.0,550.0,2.4211,unknown
0.026997,0.019404,0.00416,0.026997,54900.0,550.0,1.0067,noise
0.020677,0.01332,0.004063,0.020677,54900.0,550.0,0.9829,noise
0.020852,0.013471,0.004082,0.020852,54900.0,550.0,1.0867,noise
0.19328,0.075194,0.039895,0.19328,54900.0,550.0,1.7528,unknown
0.166085,0.04532,0.031945,0.166085,54900.0,550.0,1.5976,unknown
0.186859,0.061954,0.036813,0.186859,54900.0,550.0,1.6369,unknown
0.020227,0.012537,0.00416,0.020227,54900.0,550.0,1.0793,noise
1.026977,0.082701,0.205359,1.026977,54900.0,550.0,33.8567,earthquake
0.164512,0.055602,0.033368,0.164512,54900.0,550.0,1.8655,unknown
1.52551,0.105276,0.284349,1.52551,54900.0,550.0,44.0206,earthquake
0.147885,0.04357,0.027356,0.147885,54900.0,550.0,1.9208,unknown
1.238954,0.079553,0.232218,1.238954,54900.0,550.0,77.9776,earthquake
0.016087,0.008973,0.00395,0.016087,54900.0,550.0,0.9559,noise
1.247861,0.090301,0.244543,1.247861,54900.0,550.0,47.6375,earthquake
1.363358,0.096692,0.251232,1.363358,54900.0,550.0,38.8731,earthquake
0.123272,0.046516,0.025586,0.123272,54900.0,550.0,2.0604,unknown
0.206013,0.072988,0.035752,0.206013,54900.0,550.0,1.4105,unknown
0.799923,0.063859,0.164966,0.799923,54900.0,550.0,44.4743,earthquake
1.651252,0.113193,0.317176,1.651252,54900.0,550.0,55.2106,earthquake
0.175226,0.052714,0.034216,0.175226,54900.0,550.0,2.0485,unknown
0.54201,0.05358,0.116591,0.54201,54900.0,550.0,24.4806,earthquake
0.132299,0.040488,0.025426,0.132299,54900.0,550.0,1.5035,unknown
0.141201,0.058583,0.027678,0.141201,54900.0,550.0,1.9728,unknown
0.14326,0.04804,0.026154,0.14326,54900.0,550.0,1.5009,unknown
1.620634,0.105443,0.30294,1.620634,54900.0,550.0,63.7878,earthquake
0.217158,0.078277,0.04201,0.217158,54900.0,550.0,1.7465,unknown
0.159885,0.055842,0.032587,0.159885,54900.0,550.0,1.5901,unknown
0.019039,0.011882,0.004036,0.019039,54900.0,550.0,0.9643,noise
1.485468,0.096581,0.290273,1.485468,54900.0,550.0,96.6328,earthquake
0.021897,0.014143,0.003997,0.021897,54900.0,550.0,1.0232,noise
0.198768,0.075207,0.038706,0.198768,54900.0,550.0,1.2757,unknown
0.128856,0.044757,0.023395,0.128856,54900.0,550.0,2.0078,unknown
0.022415,0.014928,0.004098,0.022415,54900.0,550.0,1.0193,noise
0.615575,0.063228,0.135277,0.615575,54900.0,550.0,22.7522,earthquake
1.707692,0.1068,0.299875,1.707692,54900.0,550.0,54.7414,earthquake
0.020103,0.012471,0.004121,0.020103,54900.0,550.0,0.9911,noise
0.171236,0.062819,0.032628,0.171236,54900.0,550.0,1.5714,unknown
1.501978,0.094755,0.284975,1.501978,54900.0,550.0,89.3474,earthquake
1.732757,0.108154,0.318553,1.732757,54900.0,550.0,75.9894,earthquake
0.185581,0.068192,0.035769,0.185581,54900.0,550.0,1.4774,unknown
0.149354,0.054312,0.028468,0.149354,54900.0,550.0,1.7927,unknown
0.022451,0.014762,0.004151,0.022451,54900.0,550.0,0.9882,noise
0.20082,0.077791,0.04154,0.20082,54900.0,550.0,1.8794,unknown
0.152155,0.061106,0.029192,0.152155,54900.0,550.0,1.6624,unknown
1.28475,0.088842,0.244255,1.28475,54900.0,550.0,51.1325,earthquake
0.021574,0.013793,0.004071,0.021574,54900.0,550.0,0.9476,noise
0.158548,0.063814,0.027409,0.158548,54900.0,550.0,1.5798,unknown
0.022875,0.015226,0.004157,0.022875,54900.0,550.0,1.0081,noise
0.015996,0.008497,0.004041,0.015996,54900.0,550.0,1.0282,noise
0.742569,0.06204,0.156,0.742569,54900.0,550.0,39.2051,earthquake
0.188459,0.059559,0.033678,0.188459,54900.0,550.0,1.4404,unknown
0.027439,0.019639,0.004124,0.027439,54900.0,550.0,0.9928,noise
0.148963,0.0599,0.02831,0.148963,54900.0,550.0,1.9235,unknown
0.020657,0.013476,0.004156,0.020657,54900.0,550.0,0.9972,noise
1.691211,0.113875,0.313269,1.691211,54900.0,550.0,49.114,earthquake
1.801958,0.113288,0.335364,1.801958,54900.0,550.0,73.1724,earthquake
1.178384,0.084834,0.231085,1.178384,54900.0,550.0,49.028,earthquake
0.587424,0.05934,0.126903,0.587424,54900.0,550.0,23.1697,earthquake
0.949805,0.068441,0.182302,0.949805,54900.0,550.0,49.7874,earthquake
0.025273,0.017848,0.004033,0.025273,54900.0,550.0,0.9729,noise
0.017562,0.01075,0.004056,0.017562,54900.0,550.0,1.0646,noise
0.019624,0.012145,0.003922,0.019624,54900.0,550.0,1.0429,noise
0.027125,0.019444,0.004021,0.027125,54900.0,550.0,1.0187,noise
0.813599,0.071587,0.167509,0.813599,54900.0,550.0,29.3659,earthquake
1.101409,0.086575,0.220048,1.101409,54900.0,550.0,36.834,earthquake
0.019089,0.010964,0.003988,0.019089,54900.0,550.0,1.1029,noise
0.019083,0.011813,0.003931,0.019083,54900.0,550.0,1.0154,noise
1.392187,0.089922,0.263814,1.392187,54900.0,550.0,79.1332,earthquake
0.157042,0.065097,0.03022,0.157042,54900.0,550.0,1.5281,unknown
0.018387,0.010515,0.004101,0.018387,54900.0,550.0,0.9201,noise
1.864317,0.109676,0.320407,1.864317,54900.0,550.0,69.8971,earthquake
0.155298,0.054006,0.029234,0.155298,54900.0,550.0,1.3629,unknown
0.184587,0.066427,0.034746,0.184587,54900.0,550.0,1.5274,unknown
1.82856,0.10141,0.317086,1.82856,54900.0,550.0,119.5225,earthquake
1.328213,0.078814,0.238343,1.328213,54900.0,550.0,100.6119,earthquake
1.593189,0.108362,0.302903,1.593189,54900.0,550.0,52.4803,earthquake
1.614184,0.103284,0.308729,1.614184,54900.0,550.0,84.779,earthquake
0.187191,0.06212,0.032729,0.187191,54900.0,550.0,1.3571,unknown
0.026166,0.018435,0.004003,0.026166,54900.0,550.0,0.946,noise
1.522375,0.100617,0.278641,1.522375,54900.0,550.0,49.7632,earthquake
0.017555,0.010046,0.004075,0.017555,54900.0,550.0,0.9313,noise
1.488783,0.095666,0.284464,1.488783,54900.0,550.0,83.1483,earthquake
0.154877,0.063878,0.030253,0.154877,54900.0,550.0,1.5646,unknown
0.021258,0.013366,0.004151,0.021258,54900.0,550.0,0.8632,noise
0.12008,0.043128,0.024257,0.12008,54900.0,550.0,1.9116,unknown
0.98998,0.072363,0.180435,0.98998,54900.0,550.0,35.7229,earthquake
1.601307,0.109945,0.306544,1.601307,54900.0,550.0,53.5889,earthquake
