event_id,magnitude,avg_magnitude,std_magnitude,peak_acceleration,duration_ms,sample_count,sta_lta_ratio,label
123,0.189742,0.071963,0.038773,0.189742,54900.0,550.0,1.6502,unknown
124,0.144698,0.057211,0.028078,0.144698,54900.0,550.0,1.4379,unknown
125,0.186997,0.057312,0.038014,0.186997,54900.0,550.0,1.6902,unknown
126,0.167117,0.064124,0.030156,0.167117,54900.0,550.0,1.823,unknown
127,0.183146,0.073167,0.034567,0.183146,54900.0,550.0,1.571,unknown
128,0.139881,0.058586,0.025083,0.139881,54900.0,550.0,1.4619,unknown
129,0.16051,0.068876,0.032297,0.16051,54900.0,550.0,1.3497,unknown
130,0.160987,0.069721,0.028307,0.160987,54900.0,550.0,1.5498,unknown
131,0.163962,0.058327,0.033113,0.163962,54900.0,550.0,1.7271,unknown
132,0.181283,0.061656,0.035345,0.181283,54900.0,550.0,1.2927,unknown
133,0.170112,0.057191,0.032347,0.170112,54900.0,550.0,1.3027,unknown
134,0.151394,0.047763,0.028105,0.151394,54900.0,550.0,2.2988,unknown
135,0.15771,0.058767,0.028432,0.15771,54900.0,550.0,1.9412,unknown
136,0.153128,0.061141,0.029035,0.153128,54900.0,550.0,1.863,unknown
137,0.159774,0.044319,0.031142,0.159774,54900.0,550.0,1.3439,unknown
138,0.172911,0.056981,0.033565,0.172911,54900.0,550.0,1.6469,unknown
139,0.164847,0.061694,0.033189,0.164847,54900.0,550.0,1.9761,unknown
140,0.141233,0.054544,0.024832,0.141233,54900.0,550.0,1.7493,unknown
141,0.177414,0.050651,0.035264,0.177414,54900.0,550.0,1.9735,unknown
142,0.154373,0.051919,0.029423,0.154373,54900.0,550.0,1.4686,unknown
143,0.206013,0.072988,0.035752,0.206013,54900.0,550.0,1.4105,unknown
144,0.180757,0.062326,0.035405,0.180757,54900.0,550.0,1.6463,unknown
145,0.15697,0.046688,0.02892,0.15697,54900.0,550.0,2.3404,unknown
146,0.124179,0.042183,0.022718,0.124179,54900.0,550.0,1.6149,unknown
147,0.138112,0.046845,0.025274,0.138112,54900.0,550.0,1.7,unknown
148,0.175486,0.063361,0.034001,0.175486,54900.0,550.0,1.8369,unknown
149,0.170478,0.0654,0.034406,0.170478,54900.0,550.0,2.0276,unknown
150,0.146326,0.051422,0.027656,0.146326,54900.0,550.0,2.1939,unknown
151,0.146635,0.042172,0.024681,0.146635,54900.0,550.0,2.4759,unknown
152,0.1859,0.061688,0.035865,0.1859,54900.0,550.0,1.4389,unknown
153,0.100534,0.037519,0.018017,0.100534,54900.0,550.0,1.5847,unknown
154,0.171507,0.052455,0.03521,0.171507,54900.0,550.0,1.8131,unknown
155,0.147623,0.052282,0.027463,0.147623,54900.0,550.0,1.5062,unknown
156,0.182609,0.052161,0.033654,0.182609,54900.0,550.0,1.6297,unknown
157,0.146295,0.060078,0.027218,0.146295,54900.0,550.0,1.4081,unknown
158,0.152571,0.044564,0.027746,0.152571,54900.0,550.0,1.3406,unknown
159,0.183618,0.064707,0.032614,0.183618,54900.0,550.0,1.3561,unknown
160,0.159225,0.062834,0.03181,0.159225,54900.0,550.0,1.9669,unknown
161,0.125565,0.045453,0.023117,0.125565,54900.0,550.0,1.5346,unknown
162,0.176311,0.056097,0.032052,0.176311,54900.0,550.0,1.3346,unknown
163,0.137379,0.057272,0.027874,0.137379,54900.0,550.0,1.8063,unknown
164,0.157195,0.053445,0.031597,0.157195,54900.0,550.0,2.0954,unknown
165,0.195538,0.057029,0.034281,0.195538,54900.0,550.0,1.2165,unknown
166,0.139888,0.042372,0.025373,0.139888,54900.0,550.0,2.5081,unknown
167,0.190465,0.065626,0.037892,0.190465,54900.0,550.0,1.9153,unknown
168,0.166181,0.064026,0.032885,0.166181,54900.0,550.0,1.8175,unknown
169,0.187653,0.064267,0.039826,0.187653,54900.0,550.0,1.5839,unknown
170,0.151823,0.057535,0.03224,0.151823,54900.0,550.0,1.8627,unknown
171,0.188168,0.051285,0.03434,0.188168,54900.0,550.0,1.6938,unknown
172,0.19125,0.049558,0.033305,0.19125,54900.0,550.0,1.4117,unknown
173,0.166484,0.065649,0.028789,0.166484,54900.0,550.0,1.3926,unknown
174,0.184431,0.056377,0.035215,0.184431,54900.0,550.0,1.6735,unknown
175,0.180168,0.054795,0.03479,0.180168,54900.0,550.0,1.3713,unknown
176,0.16083,0.052866,0.030627,0.16083,54900.0,550.0,1.5427,unknown
177,0.194516,0.067035,0.038508,0.194516,54900.0,550.0,1.8189,unknown
178,0.139888,0.046022,0.028527,0.139888,54900.0,550.0,2.3493,unknown
179,0.14663,0.064643,0.028309,0.14663,54900.0,550.0,1.6017,unknown
180,0.137313,0.048783,0.027417,0.137313,54900.0,550.0,1.7598,unknown
181,0.163077,0.058397,0.03544,0.163077,54900.0,550.0,1.6588,unknown
182,0.142982,0.060531,0.026954,0.142982,54900.0,550.0,1.7434,unknown
183,0.154076,0.04683,0.02804,0.154076,54900.0,550.0,2.1568,unknown
184,0.179932,0.063937,0.035534,0.179932,54900.0,550.0,1.5371,unknown
185,0.188332,0.072265,0.034613,0.188332,54900.0,550.0,1.4015,unknown
186,0.125325,0.046577,0.02457,0.125325,54900.0,550.0,2.0105,unknown
187,0.188024,0.057682,0.038234,0.188024,54900.0,550.0,1.8865,unknown
188,0.186859,0.061954,0.036813,0.186859,54900.0,550.0,1.6369,unknown
189,0.205951,0.07749,0.039709,0.205951,54900.0,550.0,1.7104,unknown
190,0.150037,0.047135,0.029947,0.150037,54900.0,550.0,1.6493,unknown
191,0.201781,0.068167,0.03644,0.201781,54900.0,550.0,1.3611,unknown
192,0.189632,0.052443,0.035454,0.189632,54900.0,550.0,1.2273,unknown
193,0.155836,0.05723,0.031165,0.155836,54900.0,550.0,2.0648,unknown
194,0.137661,0.044982,0.026967,0.137661,54900.0,550.0,1.8996,unknown
195,0.157482,0.052749,0.030921,0.157482,54900.0,550.0,2.1258,unknown
196,0.1714,0.05501,0.033655,0.1714,54900.0,550.0,1.7385,unknown
197,0.177838,0.068048,0.03012,0.177838,54900.0,550.0,1.9328,unknown
198,0.187191,0.06212,0.032729,0.187191,54900.0,550.0,1.3571,unknown
199,0.158742,0.046253,0.028302,0.158742,54900.0,550.0,2.5069,unknown
200,0.151142,0.046755,0.026589,0.151142,54900.0,550.0,2.049,unknown
201,0.169743,0.063082,0.029429,0.169743,54900.0,550.0,2.1246,unknown
202,0.153599,0.048719,0.031609,0.153599,54900.0,550.0,1.6969,unknown
203,0.155316,0.048967,0.031595,0.155316,54900.0,550.0,1.6642,unknown
204,0.162706,0.062375,0.031463,0.162706,54900.0,550.0,1.8291,unknown
205,0.171077,0.046043,0.028258,0.171077,54900.0,550.0,1.2361,unknown
206,0.170381,0.054488,0.03073,0.170381,54900.0,550.0,1.6478,unknown
207,0.154384,0.057588,0.028964,0.154384,54900.0,550.0,1.4239,unknown
208,0.160854,0.063253,0.03208,0.160854,54900.0,550.0,1.9097,unknown
209,0.174553,0.048147,0.031818,0.174553,54900.0,550.0,1.4283,unknown
210,0.123393,0.046536,0.022712,0.123393,54900.0,550.0,1.4083,unknown
211,0.1909,0.059976,0.035382,0.1909,54900.0,550.0,1.4145,unknown
212,0.167056,0.048708,0.03215,0.167056,54900.0,550.0,2.0746,unknown
213,0.167861,0.048876,0.032217,0.167861,54900.0,550.0,1.7183,unknown
214,0.14293,0.047056,0.029678,0.14293,54900.0,550.0,2.0707,unknown
215,0.151903,0.054791,0.031187,0.151903,54900.0,550.0,2.0131,unknown
216,0.157042,0.065097,0.03022,0.157042,54900.0,550.0,1.5281,unknown
217,0.152649,0.047658,0.028192,0.152649,54900.0,550.0,1.468,unknown
218,0.166914,0.058124,0.032868,0.166914,54900.0,550.0,1.7988,unknown
219,0.149084,0.057398,0.029639,0.149084,54900.0,550.0,1.6885,unknown
220,0.139672,0.062698,0.022641,0.139672,54900.0,550.0,1.6856,unknown
221,0.140743,0.057584,0.025993,0.140743,54900.0,550.0,1.722,unknown
222,0.147854,0.068949,0.027852,0.147854,54900.0,550.0,1.6075,unknown
223,0.134964,0.049805,0.025719,0.134964,54900.0,550.0,1.5106,unknown
224,0.154263,0.056377,0.029034,0.154263,54900.0,550.0,1.5789,unknown
225,0.147114,0.062901,0.02383,0.147114,54900.0,550.0,1.7089,unknown
226,0.174722,0.057914,0.031523,0.174722,54900.0,550.0,1.5188,unknown
227,0.168697,0.055108,0.035324,0.168697,54900.0,550.0,2.0156,unknown
228,0.148324,0.059258,0.027726,0.148324,54900.0,550.0,1.6718,unknown
229,0.166948,0.052627,0.031927,0.166948,54900.0,550.0,2.193,unknown
230,0.16104,0.056609,0.031689,0.16104,54900.0,550.0,2.2278,unknown
231,0.207805,0.069641,0.037977,0.207805,54900.0,550.0,1.5068,unknown
232,0.188181,0.064525,0.03715,0.188181,54900.0,550.0,1.2142,unknown
233,0.188238,0.048503,0.032943,0.188238,54900.0,550.0,1.4365,unknown
234,0.126249,0.041924,0.02056,0.126249,54900.0,550.0,1.5585,unknown
235,0.169773,0.072588,0.031459,0.169773,54900.0,550.0,1.8369,unknown
236,0.161811,0.047018,0.029807,0.161811,54900.0,550.0,2.0533,unknown
237,0.16863,0.070366,0.028984,0.16863,54900.0,550.0,1.3713,unknown
238,0.119454,0.0389,0.022504,0.119454,54900.0,550.0,2.1348,unknown
239,0.167832,0.057212,0.032873,0.167832,54900.0,550.0,1.5425,unknown
240,0.182688,0.052765,0.032628,0.182688,54900.0,550.0,1.5486,unknown
241,0.176206,0.05034,0.033939,0.176206,54900.0,550.0,1.4746,unknown
242,0.180531,0.05426,0.036559,0.180531,54900.0,550.0,1.6785,unknown
243,0.1818,0.065042,0.035849,0.1818,54900.0,550.0,1.8152,unknown
244,0.12008,0.043128,0.024257,0.12008,54900.0,550.0,1.9116,unknown
245,0.161042,0.055533,0.029796,0.161042,54900.0,550.0,1.4469,unknown
246,0.160473,0.05122,0.031641,0.160473,54900.0,550.0,1.9095,unknown
247,0.184074,0.062782,0.03871,0.184074,54900.0,550.0,1.9081,unknown
248,0.147019,0.050535,0.027812,0.147019,54900.0,550.0,1.7821,unknown
249,0.13529,0.058516,0.026604,0.13529,54900.0,550.0,1.3954,unknown
250,0.162405,0.055441,0.031226,0.162405,54900.0,550.0,1.9975,unknown
251,0.140551,0.04823,0.026658,0.140551,54900.0,550.0,1.4554,unknown
252,0.156966,0.052254,0.032264,0.156966,54900.0,550.0,2.1604,unknown
253,0.179882,0.051015,0.032847,0.179882,54900.0,550.0,1.7411,unknown
254,0.167576,0.050864,0.030481,0.167576,54900.0,550.0,1.7443,unknown
255,0.196925,0.056159,0.039348,0.196925,54900.0,550.0,1.8259,unknown
256,0.165297,0.062012,0.032146,0.165297,54900.0,550.0,1.6736,unknown
257,0.137539,0.044536,0.025067,0.137539,54900.0,550.0,1.9318,unknown
258,0.186633,0.065279,0.035668,0.186633,54900.0,550.0,1.6336,unknown
259,0.148642,0.060689,0.029095,0.148642,54900.0,550.0,1.96,unknown
260,0.188027,0.070135,0.033903,0.188027,54900.0,550.0,1.1714,unknown
261,0.186568,0.055614,0.03525,0.186568,54900.0,550.0,1.7216,unknown
262,0.138869,0.051391,0.02427,0.138869,54900.0,550.0,2.0123,unknown
263,0.163369,0.045621,0.031655,0.163369,54900.0,550.0,1.6676,unknown
264,0.161906,0.05653,0.028744,0.161906,54900.0,550.0,1.6824,unknown
265,0.177483,0.056379,0.037594,0.177483,54900.0,550.0,2.0966,unknown
266,0.205644,0.078777,0.042283,0.205644,54900.0,550.0,1.8631,unknown
267,0.135078,0.04511,0.028579,0.135078,54900.0,550.0,1.999,unknown
268,0.173555,0.0623,0.03274,0.173555,54900.0,550.0,1.9537,unknown
269,0.148641,0.062607,0.028456,0.148641,54900.0,550.0,1.7794,unknown
270,0.197234,0.062249,0.034746,0.197234,54900.0,550.0,1.5079,unknown
271,0.160725,0.066997,0.030413,0.160725,54900.0,550.0,1.7133,unknown
272,0.136168,0.045889,0.024921,0.136168,54900.0,550.0,1.6931,unknown
273,0.158185,0.049784,0.032208,0.158185,54900.0,550.0,1.7842,unknown
274,0.174908,0.066034,0.036968,0.174908,54900.0,550.0,1.921,unknown
275,0.162421,0.047623,0.027814,0.162421,54900.0,550.0,2.2304,unknown
276,0.144911,0.058597,0.028985,0.144911,54900.0,550.0,1.8236,unknown
277,0.189852,0.070588,0.037582,0.189852,54900.0,550.0,1.4216,unknown
278,0.148498,0.053209,0.029042,0.148498,54900.0,550.0,2.0106,unknown
279,0.198521,0.065232,0.039063,0.198521,54900.0,550.0,1.4128,unknown
280,0.165218,0.062463,0.033077,0.165218,54900.0,550.0,1.8312,unknown
281,0.172113,0.050277,0.032727,0.172113,54900.0,550.0,1.3063,unknown
282,0.170705,0.057709,0.031805,0.170705,54900.0,550.0,1.3565,unknown
283,0.156381,0.069235,0.027647,0.156381,54900.0,550.0,1.6001,unknown
284,0.202831,0.077718,0.040786,0.202831,54900.0,550.0,1.5549,unknown
285,0.180728,0.066976,0.038923,0.180728,54900.0,550.0,1.8317,unknown
286,0.131049,0.050503,0.024925,0.131049,54900.0,550.0,1.875,unknown
287,0.207473,0.069886,0.037223,0.207473,54900.0,550.0,1.313,unknown
288,0.154476,0.061564,0.030313,0.154476,54900.0,550.0,1.4262,unknown
289,0.203316,0.074059,0.037303,0.203316,54900.0,550.0,1.2807,unknown
290,0.135435,0.048936,0.026873,0.135435,54900.0,550.0,2.0088,unknown
291,0.144805,0.046731,0.026638,0.144805,54900.0,550.0,2.1419,unknown
292,0.157773,0.054634,0.030415,0.157773,54900.0,550.0,1.368,unknown
293,0.165308,0.066088,0.034096,0.165308,54900.0,550.0,1.5823,unknown
294,0.192337,0.073152,0.035601,0.192337,54900.0,550.0,1.7371,unknown
295,0.174221,0.051057,0.033682,0.174221,54900.0,550.0,1.6884,unknown
296,0.142311,0.046694,0.03039,0.142311,54900.0,550.0,2.3066,unknown
297,0.17459,0.059726,0.033563,0.17459,54900.0,550.0,1.6873,unknown
298,0.174945,0.064815,0.033902,0.174945,54900.0,550.0,1.1799,unknown
299,0.170313,0.07056,0.036164,0.170313,54900.0,550.0,1.8282,unknown
300,0.118436,0.041982,0.023776,0.118436,54900.0,550.0,2.1837,unknown
301,0.100092,0.035887,0.017632,0.100092,54900.0,550.0,1.7434,unknown
302,0.160841,0.06325,0.032924,0.160841,54900.0,550.0,1.9843,unknown
303,0.173856,0.066081,0.036805,0.173856,54900.0,550.0,1.6488,unknown
304,0.186208,0.063853,0.037259,0.186208,54900.0,550.0,1.9926,unknown
305,0.153379,0.066368,0.028808,0.153379,54900.0,550.0,1.3015,unknown
306,0.19813,0.065603,0.038821,0.19813,54900.0,550.0,1.3852,unknown
307,0.180018,0.059404,0.03151,0.180018,54900.0,550.0,1.8802,unknown
308,0.169791,0.069486,0.028611,0.169791,54900.0,550.0,1.4857,unknown
309,0.156174,0.062506,0.030453,0.156174,54900.0,550.0,1.9512,unknown
310,0.152057,0.046422,0.029946,0.152057,54900.0,550.0,1.9007,unknown
311,0.165154,0.048444,0.031447,0.165154,54900.0,550.0,1.3144,unknown
312,0.142394,0.047334,0.027774,0.142394,54900.0,550.0,1.8146,unknown
313,0.154184,0.05229,0.030308,0.154184,54900.0,550.0,1.6199,unknown
314,0.170327,0.058903,0.036432,0.170327,54900.0,550.0,1.9076,unknown
315,0.132659,0.04255,0.024458,0.132659,54900.0,550.0,1.5169,unknown
316,0.175226,0.052714,0.034216,0.175226,54900.0,550.0,2.0485,unknown
317,0.169087,0.053468,0.031601,0.169087,54900.0,550.0,1.5215,unknown
318,0.158016,0.043879,0.029942,0.158016,54900.0,550.0,1.7815,unknown
319,0.19328,0.075194,0.039895,0.19328,54900.0,550.0,1.7528,unknown
320,0.173245,0.061444,0.03634,0.173245,54900.0,550.0,1.7917,unknown
321,0.175723,0.07066,0.035712,0.175723,54900.0,550.0,1.4008,unknown
322,0.136062,0.046782,0.028955,0.136062,54900.0,550.0,2.278,unknown
323,0.1716,0.066742,0.037417,0.1716,54900.0,550.0,1.7924,unknown
324,0.146382,0.050459,0.029021,0.146382,54900.0,550.0,1.5487,unknown
325,0.18172,0.06574,0.038324,0.18172,54900.0,550.0,1.6537,unknown
326,0.112042,0.039279,0.020934,0.112042,54900.0,550.0,1.7409,unknown
327,0.150873,0.051593,0.031233,0.150873,54900.0,550.0,1.7057,unknown
328,0.123578,0.038027,0.020043,0.123578,54900.0,550.0,1.7963,unknown
329,0.128282,0.038773,0.022777,0.128282,54900.0,550.0,2.5857,unknown
330,0.157304,0.048904,0.031563,0.157304,54900.0,550.0,1.7097,unknown
331,0.119112,0.043134,0.022733,0.119112,54900.0,550.0,1.639,unknown
332,0.160077,0.057244,0.026485,0.160077,54900.0,550.0,2.0898,unknown
333,0.136034,0.05235,0.028836,0.136034,54900.0,550.0,1.7857,unknown
334,0.194101,0.058746,0.036819,0.194101,54900.0,550.0,1.4162,unknown
335,0.172322,0.064541,0.03396,0.172322,54900.0,550.0,1.4176,unknown
336,0.151431,0.066015,0.031657,0.151431,54900.0,550.0,1.4688,unknown
337,0.155452,0.063637,0.030111,0.155452,54900.0,550.0,1.5814,unknown
338,0.171562,0.068434,0.034177,0.171562,54900.0,550.0,1.6625,unknown
339,0.147685,0.046953,0.028499,0.147685,54900.0,550.0,2.1824,unknown
340,0.141296,0.052621,0.026286,0.141296,54900.0,550.0,1.5135,unknown
341,0.190756,0.064939,0.037155,0.190756,54900.0,550.0,1.4532,unknown
342,0.13709,0.045932,0.027388,0.13709,54900.0,550.0,2.0434,unknown
343,0.185581,0.068192,0.035769,0.185581,54900.0,550.0,1.4774,unknown
344,0.160583,0.054272,0.030491,0.160583,54900.0,550.0,1.5745,unknown
345,0.188009,0.075835,0.034915,0.188009,54900.0,550.0,1.4753,unknown
346,0.149788,0.049452,0.027976,0.149788,54900.0,550.0,1.4884,unknown
347,0.144934,0.065208,0.026934,0.144934,54900.0,550.0,1.3908,unknown
348,0.150989,0.05753,0.028642,0.150989,54900.0,550.0,2.0658,unknown
